,Judger A,Judger B,Judger C,NOC Code,Result
2494,J9,J5,J3,USA,2.6521412471825697e-06
2495,J9,J5,J4,USA,1.1419984973703982e-06
2496,J9,J5,J6,USA,-5.70999248685199e-07
2497,J9,J5,J7,USA,0.0
2498,J9,J5,J8,USA,1.5477084898572503e-06
2499,J9,J6,J1,USA,0.0
2500,J9,J6,J2,USA,1.462809917355372e-05
2501,J9,J6,J3,USA,-6.183320811419985e-06
2502,J9,J6,J4,USA,0.0
2503,J9,J6,J5,USA,3.410969196093164e-05
2504,J9,J6,J7,USA,0.0
2505,J9,J6,J8,USA,9.166040570999253e-07
2506,J9,J7,J1,USA,0.0
2507,J9,J7,J2,USA,0.0
2508,J9,J7,J3,USA,-1.780616078136739e-06
2509,J9,J7,J4,USA,0.0
2510,J9,J7,J5,USA,0.0
2511,J9,J7,J6,USA,0.0
2512,J9,J7,J8,USA,0.0
2513,J9,J8,J1,USA,0.0
2514,J9,J8,J2,USA,3.756574004507889e-06
2515,J9,J8,J3,USA,1.510142749812171e-06
2516,J9,J8,J4,USA,1.1419984973703984e-06
2517,J9,J8,J5,USA,4.19984973703982e-06
2518,J9,J8,J6,USA,-9.09090909090909e-07
2519,J9,J8,J7,USA,0.0
2520,J1,J2,J3,GEO,0.0
2521,J1,J2,J4,GEO,0.0
2522,J1,J2,J5,GEO,0.0
2523,J1,J2,J6,GEO,0.0
2524,J1,J2,J7,GEO,0.0
2525,J1,J2,J8,GEO,0.0
2526,J1,J2,J9,GEO,0.0
2527,J1,J3,J2,GEO,0.0
2528,J1,J3,J4,GEO,0.0
2529,J1,J3,J5,GEO,0.0
2530,J1,J3,J6,GEO,0.0
2531,J1,J3,J7,GEO,0.0
2532,J1,J3,J8,GEO,5.787037037037037e-05
2533,J1,J3,J9,GEO,0.0
2534,J1,J4,J2,GEO,0.0
2535,J1,J4,J3,GEO,0.0
2536,J1,J4,J5,GEO,0.0
2537,J1,J4,J6,GEO,0.0
2538,J1,J4,J7,GEO,0.0
2539,J1,J4,J8,GEO,0.0
2540,J1,J4,J9,GEO,0.0
2541,J1,J5,J2,GEO,0.0
2542,J1,J5,J3,GEO,0.0
2543,J1,J5,J4,GEO,0.0
2544,J1,J5,J6,GEO,0.0
2545,J1,J5,J7,GEO,0.0
2546,J1,J5,J8,GEO,0.0
2547,J1,J5,J9,GEO,0.0
2548,J1,J6,J2,GEO,0.0
2549,J1,J6,J3,GEO,0.0
2550,J1,J6,J4,GEO,0.0
2551,J1,J6,J5,GEO,0.0
2552,J1,J6,J7,GEO,0.0
2553,J1,J6,J8,GEO,0.0
2554,J1,J6,J9,GEO,0.0
2555,J1,J7,J2,GEO,0.0
2556,J1,J7,J3,GEO,0.0
2557,J1,J7,J4,GEO,0.0
2558,J1,J7,J5,GEO,0.0
2559,J1,J7,J6,GEO,0.0
2560,J1,J7,J8,GEO,0.0
2561,J1,J7,J9,GEO,0.0
2562,J1,J8,J2,GEO,0.0
2563,J1,J8,J3,GEO,3.472222222222223e-05
2564,J1,J8,J4,GEO,0.0
2565,J1,J8,J5,GEO,0.0
2566,J1,J8,J6,GEO,0.0
2567,J1,J8,J7,GEO,0.0
2568,J1,J8,J9,GEO,0.0
2569,J1,J9,J2,GEO,0.0
2570,J1,J9,J3,GEO,0.0
2571,J1,J9,J4,GEO,0.0
2572,J1,J9,J5,GEO,0.0
2573,J1,J9,J6,GEO,0.0
2574,J1,J9,J7,GEO,0.0
2575,J1,J9,J8,GEO,-9.259259259259264e-05
2576,J2,J1,J3,GEO,0.0
2577,J2,J1,J4,GEO,0.0
2578,J2,J1,J5,GEO,0.0
2579,J2,J1,J6,GEO,0.0
2580,J2,J1,J7,GEO,0.0
2581,J2,J1,J8,GEO,0.0
2582,J2,J1,J9,GEO,0.0
2583,J2,J3,J1,GEO,0.0
2584,J2,J3,J4,GEO,0.0
2585,J2,J3,J5,GEO,0.0
2586,J2,J3,J6,GEO,0.0
2587,J2,J3,J7,GEO,0.0
2588,J2,J3,J8,GEO,0.0
2589,J2,J3,J9,GEO,0.0
2590,J2,J4,J1,GEO,0.0
2591,J2,J4,J3,GEO,0.0
2592,J2,J4,J5,GEO,0.0
2593,J2,J4,J6,GEO,0.0
2594,J2,J4,J7,GEO,0.0
2595,J2,J4,J8,GEO,0.0
2596,J2,J4,J9,GEO,0.0
2597,J2,J5,J1,GEO,0.0
2598,J2,J5,J3,GEO,0.0
2599,J2,J5,J4,GEO,0.0
2600,J2,J5,J6,GEO,0.0
2601,J2,J5,J7,GEO,0.0
2602,J2,J5,J8,GEO,0.0
2603,J2,J5,J9,GEO,0.0
2604,J2,J6,J1,GEO,0.0
2605,J2,J6,J3,GEO,0.0
2606,J2,J6,J4,GEO,0.0001041666666666667
2607,J2,J6,J5,GEO,0.0
2608,J2,J6,J7,GEO,0.0
2609,J2,J6,J8,GEO,0.0
2610,J2,J6,J9,GEO,0.0
2611,J2,J7,J1,GEO,0.0
2612,J2,J7,J3,GEO,0.0
2613,J2,J7,J4,GEO,0.0
2614,J2,J7,J5,GEO,0.0
2615,J2,J7,J6,GEO,0.0
2616,J2,J7,J8,GEO,0.0
2617,J2,J7,J9,GEO,0.0
2618,J2,J8,J1,GEO,0.0
2619,J2,J8,J3,GEO,0.0
2620,J2,J8,J4,GEO,0.0
2621,J2,J8,J5,GEO,0.0
2622,J2,J8,J6,GEO,0.0
2623,J2,J8,J7,GEO,0.0
2624,J2,J8,J9,GEO,0.0
2625,J2,J9,J1,GEO,0.0
2626,J2,J9,J3,GEO,0.0
2627,J2,J9,J4,GEO,0.0
2628,J2,J9,J5,GEO,0.0
2629,J2,J9,J6,GEO,0.0
2630,J2,J9,J7,GEO,0.0
2631,J2,J9,J8,GEO,0.0
2632,J3,J1,J2,GEO,0.0
2633,J3,J1,J4,GEO,0.0
2634,J3,J1,J5,GEO,0.0
2635,J3,J1,J6,GEO,0.0
2636,J3,J1,J7,GEO,0.0
2637,J3,J1,J8,GEO,1.1574074074074079e-05
2638,J3,J1,J9,GEO,0.0
2639,J3,J2,J1,GEO,0.0
2640,J3,J2,J4,GEO,0.0
2641,J3,J2,J5,GEO,0.0
2642,J3,J2,J6,GEO,0.0
2643,J3,J2,J7,GEO,0.0
2644,J3,J2,J8,GEO,0.0
2645,J3,J2,J9,GEO,0.0
2646,J3,J4,J1,GEO,0.0
2647,J3,J4,J2,GEO,0.0
2648,J3,J4,J5,GEO,0.0
2649,J3,J4,J6,GEO,0.0
2650,J3,J4,J7,GEO,0.0
2651,J3,J4,J8,GEO,0.0
2652,J3,J4,J9,GEO,0.0
2653,J3,J5,J1,GEO,0.0
2654,J3,J5,J2,GEO,0.0
2655,J3,J5,J4,GEO,0.0
2656,J3,J5,J6,GEO,0.0
2657,J3,J5,J7,GEO,0.0
2658,J3,J5,J8,GEO,0.0
2659,J3,J5,J9,GEO,0.0
2660,J3,J6,J1,GEO,0.0
2661,J3,J6,J2,GEO,0.0
2662,J3,J6,J4,GEO,0.0
2663,J3,J6,J5,GEO,0.0
2664,J3,J6,J7,GEO,0.0
2665,J3,J6,J8,GEO,0.0
2666,J3,J6,J9,GEO,0.0
2667,J3,J7,J1,GEO,0.0
2668,J3,J7,J2,GEO,0.0
2669,J3,J7,J4,GEO,0.0
2670,J3,J7,J5,GEO,0.0
2671,J3,J7,J6,GEO,0.0
2672,J3,J7,J8,GEO,0.0
2673,J3,J7,J9,GEO,0.0
2674,J3,J8,J1,GEO,-0.00018518518518518518
2675,J3,J8,J2,GEO,0.0
2676,J3,J8,J4,GEO,0.0
2677,J3,J8,J5,GEO,0.0
2678,J3,J8,J6,GEO,0.0
2679,J3,J8,J7,GEO,0.0
2680,J3,J8,J9,GEO,0.0
2681,J3,J9,J1,GEO,0.0
2682,J3,J9,J2,GEO,0.0
2683,J3,J9,J4,GEO,0.0
2684,J3,J9,J5,GEO,0.0
2685,J3,J9,J6,GEO,0.0
2686,J3,J9,J7,GEO,0.0
2687,J3,J9,J8,GEO,8.680555555555557e-05
2688,J4,J1,J2,GEO,0.0
2689,J4,J1,J3,GEO,0.0
2690,J4,J1,J5,GEO,0.0
2691,J4,J1,J6,GEO,0.0
2692,J4,J1,J7,GEO,0.0
2693,J4,J1,J8,GEO,0.0
2694,J4,J1,J9,GEO,0.0
2695,J4,J2,J1,GEO,0.0
2696,J4,J2,J3,GEO,0.0
2697,J4,J2,J5,GEO,0.0
2698,J4,J2,J6,GEO,0.0
2699,J4,J2,J7,GEO,0.0
2700,J4,J2,J8,GEO,0.0
2701,J4,J2,J9,GEO,0.0
2702,J4,J3,J1,GEO,0.0
2703,J4,J3,J2,GEO,0.0
2704,J4,J3,J5,GEO,0.0
2705,J4,J3,J6,GEO,0.0
2706,J4,J3,J7,GEO,0.0
2707,J4,J3,J8,GEO,0.0
2708,J4,J3,J9,GEO,0.0
2709,J4,J5,J1,GEO,0.0
2710,J4,J5,J2,GEO,0.0
2711,J4,J5,J3,GEO,0.0
2712,J4,J5,J6,GEO,0.0
2713,J4,J5,J7,GEO,0.0
2714,J4,J5,J8,GEO,0.0
2715,J4,J5,J9,GEO,0.0
2716,J4,J6,J1,GEO,0.0
2717,J4,J6,J2,GEO,0.0
2718,J4,J6,J3,GEO,0.0
2719,J4,J6,J5,GEO,0.0
2720,J4,J6,J7,GEO,0.0
2721,J4,J6,J8,GEO,0.0
2722,J4,J6,J9,GEO,0.0
2723,J4,J7,J1,GEO,0.0
2724,J4,J7,J2,GEO,0.0
2725,J4,J7,J3,GEO,0.0
2726,J4,J7,J5,GEO,0.0
2727,J4,J7,J6,GEO,0.0
2728,J4,J7,J8,GEO,0.0
2729,J4,J7,J9,GEO,0.0
2730,J4,J8,J1,GEO,0.0
2731,J4,J8,J2,GEO,0.0
2732,J4,J8,J3,GEO,0.0
2733,J4,J8,J5,GEO,0.0
2734,J4,J8,J6,GEO,0.0
2735,J4,J8,J7,GEO,0.0
2736,J4,J8,J9,GEO,0.0
2737,J4,J9,J1,GEO,0.0
2738,J4,J9,J2,GEO,0.0
2739,J4,J9,J3,GEO,0.0
2740,J4,J9,J5,GEO,0.0
2741,J4,J9,J6,GEO,0.0
2742,J4,J9,J7,GEO,0.0
2743,J4,J9,J8,GEO,0.0
2744,J5,J1,J2,GEO,0.0
2745,J5,J1,J3,GEO,0.0
2746,J5,J1,J4,GEO,0.0
2747,J5,J1,J6,GEO,0.0
2748,J5,J1,J7,GEO,0.0
2749,J5,J1,J8,GEO,0.0
2750,J5,J1,J9,GEO,0.0
2751,J5,J2,J1,GEO,0.0
2752,J5,J2,J3,GEO,0.0
2753,J5,J2,J4,GEO,0.0
2754,J5,J2,J6,GEO,0.0
2755,J5,J2,J7,GEO,0.0
2756,J5,J2,J8,GEO,0.0
2757,J5,J2,J9,GEO,0.0
2758,J5,J3,J1,GEO,0.0
2759,J5,J3,J2,GEO,0.0
2760,J5,J3,J4,GEO,0.0
2761,J5,J3,J6,GEO,0.0
2762,J5,J3,J7,GEO,0.0
2763,J5,J3,J8,GEO,0.0
2764,J5,J3,J9,GEO,0.0
2765,J5,J4,J1,GEO,0.0
2766,J5,J4,J2,GEO,0.0
2767,J5,J4,J3,GEO,0.0
2768,J5,J4,J6,GEO,0.0
2769,J5,J4,J7,GEO,0.0
2770,J5,J4,J8,GEO,0.0
2771,J5,J4,J9,GEO,0.0
2772,J5,J6,J1,GEO,0.0
2773,J5,J6,J2,GEO,0.0
2774,J5,J6,J3,GEO,0.0
2775,J5,J6,J4,GEO,0.0
2776,J5,J6,J7,GEO,0.0
2777,J5,J6,J8,GEO,0.0
2778,J5,J6,J9,GEO,0.0
2779,J5,J7,J1,GEO,0.0
2780,J5,J7,J2,GEO,0.0
2781,J5,J7,J3,GEO,0.0
2782,J5,J7,J4,GEO,0.0
2783,J5,J7,J6,GEO,0.0
2784,J5,J7,J8,GEO,0.0
2785,J5,J7,J9,GEO,0.0
2786,J5,J8,J1,GEO,0.0
2787,J5,J8,J2,GEO,0.0
2788,J5,J8,J3,GEO,0.0
2789,J5,J8,J4,GEO,0.0
2790,J5,J8,J6,GEO,0.0
2791,J5,J8,J7,GEO,0.0
2792,J5,J8,J9,GEO,5.208333333333336e-05
2793,J5,J9,J1,GEO,0.0
2794,J5,J9,J2,GEO,0.0
2795,J5,J9,J3,GEO,0.0
2796,J5,J9,J4,GEO,0.0
2797,J5,J9,J6,GEO,0.0
2798,J5,J9,J7,GEO,0.0
2799,J5,J9,J8,GEO,0.0
2800,J6,J1,J2,GEO,0.0
2801,J6,J1,J3,GEO,0.0
2802,J6,J1,J4,GEO,0.0
2803,J6,J1,J5,GEO,0.0
2804,J6,J1,J7,GEO,0.0
2805,J6,J1,J8,GEO,0.0
2806,J6,J1,J9,GEO,0.0
2807,J6,J2,J1,GEO,0.0
2808,J6,J2,J3,GEO,0.0
2809,J6,J2,J4,GEO,5.787037037037039e-05
2810,J6,J2,J5,GEO,0.0
2811,J6,J2,J7,GEO,0.0
2812,J6,J2,J8,GEO,0.0
2813,J6,J2,J9,GEO,0.0
2814,J6,J3,J1,GEO,0.0
2815,J6,J3,J2,GEO,0.0
2816,J6,J3,J4,GEO,0.0
2817,J6,J3,J5,GEO,0.0
2818,J6,J3,J7,GEO,0.0
2819,J6,J3,J8,GEO,0.0
2820,J6,J3,J9,GEO,0.0
2821,J6,J4,J1,GEO,0.0
2822,J6,J4,J2,GEO,0.0
2823,J6,J4,J3,GEO,0.0
2824,J6,J4,J5,GEO,0.0
2825,J6,J4,J7,GEO,0.0
2826,J6,J4,J8,GEO,0.0
2827,J6,J4,J9,GEO,0.0
2828,J6,J5,J1,GEO,0.0
2829,J6,J5,J2,GEO,0.0
2830,J6,J5,J3,GEO,0.0
2831,J6,J5,J4,GEO,0.0
2832,J6,J5,J7,GEO,0.0
2833,J6,J5,J8,GEO,0.0
2834,J6,J5,J9,GEO,0.0
2835,J6,J7,J1,GEO,0.0
2836,J6,J7,J2,GEO,0.0
2837,J6,J7,J3,GEO,0.0
2838,J6,J7,J4,GEO,0.0
2839,J6,J7,J5,GEO,0.0
2840,J6,J7,J8,GEO,0.0
2841,J6,J7,J9,GEO,0.0
2842,J6,J8,J1,GEO,0.0
2843,J6,J8,J2,GEO,0.0
2844,J6,J8,J3,GEO,0.0
2845,J6,J8,J4,GEO,0.0
2846,J6,J8,J5,GEO,0.0
2847,J6,J8,J7,GEO,0.0
2848,J6,J8,J9,GEO,0.0
2849,J6,J9,J1,GEO,0.0
2850,J6,J9,J2,GEO,0.0
2851,J6,J9,J3,GEO,0.0
2852,J6,J9,J4,GEO,0.0
2853,J6,J9,J5,GEO,0.0
2854,J6,J9,J7,GEO,0.0
2855,J6,J9,J8,GEO,0.0
2856,J7,J1,J2,GEO,0.0
2857,J7,J1,J3,GEO,0.0
2858,J7,J1,J4,GEO,0.0
2859,J7,J1,J5,GEO,0.0
2860,J7,J1,J6,GEO,0.0
2861,J7,J1,J8,GEO,0.0
2862,J7,J1,J9,GEO,0.0
2863,J7,J2,J1,GEO,0.0
2864,J7,J2,J3,GEO,0.0
2865,J7,J2,J4,GEO,0.0
2866,J7,J2,J5,GEO,0.0
2867,J7,J2,J6,GEO,0.0
2868,J7,J2,J8,GEO,0.0
2869,J7,J2,J9,GEO,0.0
2870,J7,J3,J1,GEO,0.0
2871,J7,J3,J2,GEO,0.0
2872,J7,J3,J4,GEO,0.0
2873,J7,J3,J5,GEO,0.0
2874,J7,J3,J6,GEO,0.0
2875,J7,J3,J8,GEO,0.0
2876,J7,J3,J9,GEO,0.0
2877,J7,J4,J1,GEO,0.0
2878,J7,J4,J2,GEO,0.0
2879,J7,J4,J3,GEO,0.0
2880,J7,J4,J5,GEO,0.0
2881,J7,J4,J6,GEO,0.0
2882,J7,J4,J8,GEO,0.0
2883,J7,J4,J9,GEO,0.0
2884,J7,J5,J1,GEO,0.0
2885,J7,J5,J2,GEO,0.0
2886,J7,J5,J3,GEO,0.0
2887,J7,J5,J4,GEO,0.0
2888,J7,J5,J6,GEO,0.0
2889,J7,J5,J8,GEO,0.0
2890,J7,J5,J9,GEO,0.0
2891,J7,J6,J1,GEO,0.0
2892,J7,J6,J2,GEO,0.0
2893,J7,J6,J3,GEO,0.0
2894,J7,J6,J4,GEO,0.0
2895,J7,J6,J5,GEO,0.0
2896,J7,J6,J8,GEO,0.0
2897,J7,J6,J9,GEO,0.0
2898,J7,J8,J1,GEO,0.0
2899,J7,J8,J2,GEO,0.0
2900,J7,J8,J3,GEO,0.0
2901,J7,J8,J4,GEO,0.0
2902,J7,J8,J5,GEO,0.0
2903,J7,J8,J6,GEO,0.0
2904,J7,J8,J9,GEO,0.0
2905,J7,J9,J1,GEO,0.0
2906,J7,J9,J2,GEO,0.0
2907,J7,J9,J3,GEO,0.0
2908,J7,J9,J4,GEO,0.0
2909,J7,J9,J5,GEO,0.0
2910,J7,J9,J6,GEO,0.0
2911,J7,J9,J8,GEO,0.0
2912,J8,J1,J2,GEO,0.0
2913,J8,J1,J3,GEO,4.050925925925927e-05
2914,J8,J1,J4,GEO,0.0
2915,J8,J1,J5,GEO,0.0
2916,J8,J1,J6,GEO,0.0
2917,J8,J1,J7,GEO,0.0
2918,J8,J1,J9,GEO,0.0
2919,J8,J2,J1,GEO,0.0
2920,J8,J2,J3,GEO,0.0
2921,J8,J2,J4,GEO,0.0
2922,J8,J2,J5,GEO,0.0
2923,J8,J2,J6,GEO,0.0
2924,J8,J2,J7,GEO,0.0
2925,J8,J2,J9,GEO,0.0
2926,J8,J3,J1,GEO,-0.00018518518518518518
2927,J8,J3,J2,GEO,0.0
2928,J8,J3,J4,GEO,0.0
2929,J8,J3,J5,GEO,0.0
2930,J8,J3,J6,GEO,0.0
2931,J8,J3,J7,GEO,0.0
2932,J8,J3,J9,GEO,0.0
2933,J8,J4,J1,GEO,0.0
2934,J8,J4,J2,GEO,0.0
2935,J8,J4,J3,GEO,0.0
2936,J8,J4,J5,GEO,0.0
2937,J8,J4,J6,GEO,0.0
2938,J8,J4,J7,GEO,0.0
2939,J8,J4,J9,GEO,0.0
2940,J8,J5,J1,GEO,0.0
2941,J8,J5,J2,GEO,0.0
2942,J8,J5,J3,GEO,0.0
2943,J8,J5,J4,GEO,0.0
2944,J8,J5,J6,GEO,0.0
2945,J8,J5,J7,GEO,0.0
2946,J8,J5,J9,GEO,5.208333333333335e-05
2947,J8,J6,J1,GEO,0.0
2948,J8,J6,J2,GEO,0.0
2949,J8,J6,J3,GEO,0.0
2950,J8,J6,J4,GEO,0.0
2951,J8,J6,J5,GEO,0.0
2952,J8,J6,J7,GEO,0.0
2953,J8,J6,J9,GEO,0.0
2954,J8,J7,J1,GEO,0.0
2955,J8,J7,J2,GEO,0.0
2956,J8,J7,J3,GEO,0.0
2957,J8,J7,J4,GEO,0.0
2958,J8,J7,J5,GEO,0.0
2959,J8,J7,J6,GEO,0.0
2960,J8,J7,J9,GEO,0.0
2961,J8,J9,J1,GEO,0.0
2962,J8,J9,J2,GEO,0.0
2963,J8,J9,J3,GEO,0.0
2964,J8,J9,J4,GEO,0.0
2965,J8,J9,J5,GEO,0.0
2966,J8,J9,J6,GEO,0.0
2967,J8,J9,J7,GEO,0.0
2968,J9,J1,J2,GEO,0.0
2969,J9,J1,J3,GEO,0.0
2970,J9,J1,J4,GEO,0.0
2971,J9,J1,J5,GEO,0.0
2972,J9,J1,J6,GEO,0.0
2973,J9,J1,J7,GEO,0.0
2974,J9,J1,J8,GEO,-5.7870370370370386e-05
2975,J9,J2,J1,GEO,0.0
2976,J9,J2,J3,GEO,0.0
2977,J9,J2,J4,GEO,0.0
2978,J9,J2,J5,GEO,0.0
2979,J9,J2,J6,GEO,0.0
2980,J9,J2,J7,GEO,0.0
2981,J9,J2,J8,GEO,0.0
2982,J9,J3,J1,GEO,0.0
2983,J9,J3,J2,GEO,0.0
2984,J9,J3,J4,GEO,0.0
2985,J9,J3,J5,GEO,0.0
2986,J9,J3,J6,GEO,0.0
2987,J9,J3,J7,GEO,0.0
2988,J9,J3,J8,GEO,8.101851851851854e-05
2989,J9,J4,J1,GEO,0.0
2990,J9,J4,J2,GEO,0.0
2991,J9,J4,J3,GEO,0.0
2992,J9,J4,J5,GEO,0.0
2993,J9,J4,J6,GEO,0.0
2994,J9,J4,J7,GEO,0.0
2995,J9,J4,J8,GEO,0.0
2996,J9,J5,J1,GEO,0.0
2997,J9,J5,J2,GEO,0.0
2998,J9,J5,J3,GEO,0.0
2999,J9,J5,J4,GEO,0.0
3000,J9,J5,J6,GEO,0.0
3001,J9,J5,J7,GEO,0.0
3002,J9,J5,J8,GEO,0.0
3003,J9,J6,J1,GEO,0.0
3004,J9,J6,J2,GEO,0.0
3005,J9,J6,J3,GEO,0.0
3006,J9,J6,J4,GEO,0.0
3007,J9,J6,J5,GEO,0.0
3008,J9,J6,J7,GEO,0.0
3009,J9,J6,J8,GEO,0.0
3010,J9,J7,J1,GEO,0.0
3011,J9,J7,J2,GEO,0.0
3012,J9,J7,J3,GEO,0.0
3013,J9,J7,J4,GEO,0.0
3014,J9,J7,J5,GEO,0.0
3015,J9,J7,J6,GEO,0.0
3016,J9,J7,J8,GEO,0.0
3017,J9,J8,J1,GEO,0.0
3018,J9,J8,J2,GEO,0.0
3019,J9,J8,J3,GEO,0.0
3020,J9,J8,J4,GEO,0.0
3021,J9,J8,J5,GEO,0.0
3022,J9,J8,J6,GEO,0.0
3023,J9,J8,J7,GEO,0.0
3024,J1,J2,J3,CZE,0.0
3025,J1,J2,J4,CZE,0.0
3026,J1,J2,J5,CZE,0.0
3027,J1,J2,J6,CZE,0.0
3028,J1,J2,J7,CZE,0.0
3029,J1,J2,J8,CZE,0.0
3030,J1,J2,J9,CZE,0.0
3031,J1,J3,J2,CZE,0.0
3032,J1,J3,J4,CZE,0.0
3033,J1,J3,J5,CZE,0.0
3034,J1,J3,J6,CZE,0.0
3035,J1,J3,J7,CZE,0.0
3036,J1,J3,J8,CZE,0.0
3037,J1,J3,J9,CZE,0.0
3038,J1,J4,J2,CZE,0.0
3039,J1,J4,J3,CZE,0.0
3040,J1,J4,J5,CZE,0.0
3041,J1,J4,J6,CZE,0.0
3042,J1,J4,J7,CZE,0.0
3043,J1,J4,J8,CZE,0.0
3044,J1,J4,J9,CZE,0.0
3045,J1,J5,J2,CZE,0.0
3046,J1,J5,J3,CZE,0.0
3047,J1,J5,J4,CZE,0.0
3048,J1,J5,J6,CZE,0.0
3049,J1,J5,J7,CZE,0.0
3050,J1,J5,J8,CZE,0.0
3051,J1,J5,J9,CZE,0.0
3052,J1,J6,J2,CZE,0.0
3053,J1,J6,J3,CZE,0.0
3054,J1,J6,J4,CZE,0.0
3055,J1,J6,J5,CZE,0.0
3056,J1,J6,J7,CZE,0.0
3057,J1,J6,J8,CZE,0.0
3058,J1,J6,J9,CZE,0.0
3059,J1,J7,J2,CZE,0.0
3060,J1,J7,J3,CZE,0.0
3061,J1,J7,J4,CZE,0.0
3062,J1,J7,J5,CZE,0.0
3063,J1,J7,J6,CZE,0.0
3064,J1,J7,J8,CZE,0.0
3065,J1,J7,J9,CZE,0.0
3066,J1,J8,J2,CZE,0.0
3067,J1,J8,J3,CZE,0.0
3068,J1,J8,J4,CZE,0.0
3069,J1,J8,J5,CZE,0.0
3070,J1,J8,J6,CZE,0.0
3071,J1,J8,J7,CZE,0.0
3072,J1,J8,J9,CZE,0.0
3073,J1,J9,J2,CZE,0.0
3074,J1,J9,J3,CZE,0.0
3075,J1,J9,J4,CZE,0.0
3076,J1,J9,J5,CZE,0.0
3077,J1,J9,J6,CZE,0.0
3078,J1,J9,J7,CZE,0.0
3079,J1,J9,J8,CZE,0.0
3080,J2,J1,J3,CZE,0.0
3081,J2,J1,J4,CZE,0.0
3082,J2,J1,J5,CZE,0.0
3083,J2,J1,J6,CZE,0.0
3084,J2,J1,J7,CZE,0.0
3085,J2,J1,J8,CZE,0.0
3086,J2,J1,J9,CZE,0.0
3087,J2,J3,J1,CZE,0.0
3088,J2,J3,J4,CZE,0.0
3089,J2,J3,J5,CZE,0.0
3090,J2,J3,J6,CZE,0.0
3091,J2,J3,J7,CZE,0.0
3092,J2,J3,J8,CZE,0.0
3093,J2,J3,J9,CZE,0.0
3094,J2,J4,J1,CZE,0.0
3095,J2,J4,J3,CZE,0.0
3096,J2,J4,J5,CZE,0.0
3097,J2,J4,J6,CZE,-2.8935185185185193e-05
3098,J2,J4,J7,CZE,0.0
3099,J2,J4,J8,CZE,0.0
3100,J2,J4,J9,CZE,0.0
3101,J2,J5,J1,CZE,0.0
3102,J2,J5,J3,CZE,0.0
3103,J2,J5,J4,CZE,0.0
3104,J2,J5,J6,CZE,0.0
3105,J2,J5,J7,CZE,0.0
3106,J2,J5,J8,CZE,0.0
3107,J2,J5,J9,CZE,0.0
3108,J2,J6,J1,CZE,0.0
3109,J2,J6,J3,CZE,0.0
3110,J2,J6,J4,CZE,2.3148148148148157e-05
3111,J2,J6,J5,CZE,0.0
3112,J2,J6,J7,CZE,0.0
3113,J2,J6,J8,CZE,0.0
3114,J2,J6,J9,CZE,0.0
3115,J2,J7,J1,CZE,0.0
3116,J2,J7,J3,CZE,0.0
3117,J2,J7,J4,CZE,0.0
3118,J2,J7,J5,CZE,0.0
3119,J2,J7,J6,CZE,0.0
3120,J2,J7,J8,CZE,0.0
3121,J2,J7,J9,CZE,0.0
3122,J2,J8,J1,CZE,0.0
3123,J2,J8,J3,CZE,0.0
3124,J2,J8,J4,CZE,0.0
3125,J2,J8,J5,CZE,0.0
3126,J2,J8,J6,CZE,6.365740740740743e-05
3127,J2,J8,J7,CZE,0.0
3128,J2,J8,J9,CZE,0.0
3129,J2,J9,J1,CZE,0.0
3130,J2,J9,J3,CZE,0.0
3131,J2,J9,J4,CZE,0.0
3132,J2,J9,J5,CZE,0.0
3133,J2,J9,J6,CZE,0.0
3134,J2,J9,J7,CZE,0.0
3135,J2,J9,J8,CZE,0.0
3136,J3,J1,J2,CZE,0.0
3137,J3,J1,J4,CZE,0.0
3138,J3,J1,J5,CZE,0.0
3139,J3,J1,J6,CZE,0.0
3140,J3,J1,J7,CZE,0.0
3141,J3,J1,J8,CZE,0.0
3142,J3,J1,J9,CZE,0.0
3143,J3,J2,J1,CZE,0.0
3144,J3,J2,J4,CZE,0.0
3145,J3,J2,J5,CZE,0.0
3146,J3,J2,J6,CZE,0.0
3147,J3,J2,J7,CZE,0.0
3148,J3,J2,J8,CZE,0.0
3149,J3,J2,J9,CZE,0.0
3150,J3,J4,J1,CZE,0.0
3151,J3,J4,J2,CZE,0.0
3152,J3,J4,J5,CZE,0.0
3153,J3,J4,J6,CZE,0.0
3154,J3,J4,J7,CZE,0.0
3155,J3,J4,J8,CZE,0.0
3156,J3,J4,J9,CZE,0.0
3157,J3,J5,J1,CZE,0.0
3158,J3,J5,J2,CZE,0.0
3159,J3,J5,J4,CZE,0.0
3160,J3,J5,J6,CZE,0.0
3161,J3,J5,J7,CZE,0.0
3162,J3,J5,J8,CZE,0.0
3163,J3,J5,J9,CZE,0.0
3164,J3,J6,J1,CZE,0.0
3165,J3,J6,J2,CZE,0.0
3166,J3,J6,J4,CZE,0.0
3167,J3,J6,J5,CZE,0.0
3168,J3,J6,J7,CZE,0.0
3169,J3,J6,J8,CZE,0.0
3170,J3,J6,J9,CZE,0.0
3171,J3,J7,J1,CZE,0.0
3172,J3,J7,J2,CZE,0.0
3173,J3,J7,J4,CZE,0.0
3174,J3,J7,J5,CZE,0.0
3175,J3,J7,J6,CZE,0.0
3176,J3,J7,J8,CZE,0.0
3177,J3,J7,J9,CZE,0.0
3178,J3,J8,J1,CZE,0.0
3179,J3,J8,J2,CZE,0.0
3180,J3,J8,J4,CZE,0.0
3181,J3,J8,J5,CZE,0.0
